,genes,gene_assoc_w_other_rxns?
ACCOAhi,frozenset({<Gene TGME49_284190-t26_1-p1 at 0x2b999f158eb8>}),no
ACCOAth,frozenset({<Gene TGME49_215940-t26_1-p1 at 0x2b999f158a20>}),no
ACCOAtx,frozenset({<Gene TGME49_215940-t26_1-p1 at 0x2b999f158a20>}),no
ACHMSSELCYSLh,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x2b999f158da0>}),no
ACOA100OR,"frozenset({<Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOA120OR,"frozenset({<Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOA140OR,"frozenset({<Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOA160OR,"frozenset({<Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOA40OR,"frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_205430-t26_1-p1 at 0x2b999f1199b0>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOA60OR,"frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_205430-t26_1-p1 at 0x2b999f1199b0>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOA80OR,"frozenset({<Gene TGME49_315480-t26_1-p1 at 0x2b999f16b198>, <Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>, <Gene TGME49_231900-t26_1-p1 at 0x2b999f16b240>, <Gene TGME49_272180-t26_1-p1 at 0x2b999f16b1d0>})",yes
ACOAO4p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>}),no
ACOAO5p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>}),no
ACOAO6p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>}),no
ACOAO7p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>}),no
ACOAO8p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>}),no
ACOAO9p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x2b999f147438>}),no
ACOATA_1,frozenset({<Gene TGME49_231890-t26_1-p1 at 0x2b999f1198d0>}),no
ACOLIPAabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x2b999f119e48>}),no
ACP1619ZD9DS,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
ACP1819ZD9DS,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
ACPh,frozenset({<Gene TGME49_258940-t26_1-p1 at 0x2b999f18ed30>}),no
ACSERLh,frozenset({<Gene TGME49_259180-t26_1-p1 at 0x2b999f147668>}),no
ACSERSULLh,"frozenset({<Gene TGME49_312930-t26_1-p1 at 0x2b999f158da0>, <Gene TGME49_259180-t26_1-p1 at 0x2b999f147668>})",yes
ACSp,frozenset({<Gene TGME49_232580-t26_1-p1 at 0x2b999f119a20>}),no
ADSSh,frozenset({<Gene TGME49_279450-t26_1-p1 at 0x2b999f19e5f8>}),no
AGAKI,frozenset({<Gene TGME49_305030-t26_1-p1 at 0x2b999f19e0b8>}),no
AHAL,"frozenset({<Gene TGME49_312930-t26_1-p1 at 0x2b999f158da0>, <Gene TGME49_293870-t26_1-p1 at 0x2b999f135fd0>, <Gene TGME49_249270-t26_1-p1 at 0x2b999f16b860>, <Gene TGME49_270120-t26_1-p1 at 0x2b999f147160>})",yes
AHHST,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x2b999f158da0>}),no
AHSL,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x2b999f158da0>}),no
ALAALAabcpp,frozenset({<Gene TGME49_325700-t26_1-p1 at 0x2b999f1b0eb8>}),no
AM6PTh,frozenset({<Gene TGME49_265450-t26_1-p1 at 0x2b999f16b4e0>}),no
AMETt2h,frozenset({<Gene TGME49_242460-t26_1-p1 at 0x2b999f18ef28>}),no
APNn,"frozenset({<Gene TGME49_272650-t26_1-p1 at 0x2b999f19e780>, <Gene TGME49_266920-t26_1-p1 at 0x2b999f19e710>, <Gene TGME49_318675-t26_1-p1 at 0x2b999f19e748>, <Gene TGME49_224840-t26_1-p1 at 0x2b999f19e7f0>})",yes
APOR,frozenset({<Gene TGME49_222160-t26_1-p1 at 0x2b999f125cc0>}),no
APhi,frozenset({<Gene TGME49_258940-t26_1-p1 at 0x2b999f18ed30>}),no
ASNt7,frozenset({<Gene TGME49_227570-t26_1-p1 at 0x2b999f1581d0>}),no
ASO4rt2rpp,frozenset({<Gene TGME49_240210-t26_1-p1 at 0x2b999f18e7f0>}),no
ASPATh,frozenset({<Gene TGME49_248600-t26_1-p1 at 0x2b999f119c18>}),no
ASPCTn,frozenset({<Gene TGME49_215260-t26_1-p1 at 0x2b999f119dd8>}),no
ASPK_1,frozenset({<Gene TGME49_227090-t26_1-p1 at 0x2b999f16bc18>}),no
ASPTAp,frozenset({<Gene TGME49_248600-t26_1-p1 at 0x2b999f119c18>}),no
ATAMh,"frozenset({<Gene TGME49_307603-t26_1-p1 at 0x2b999f16b9b0>, <Gene TGME49_288320-t26_1-p1 at 0x2b999f119be0>, <Gene TGME49_233400-t26_1-p1 at 0x2b999f16b978>})",yes
ATDAMh,"frozenset({<Gene TGME49_307603-t26_1-p1 at 0x2b999f16b9b0>, <Gene TGME49_288320-t26_1-p1 at 0x2b999f119be0>, <Gene TGME49_233400-t26_1-p1 at 0x2b999f16b978>})",yes
ATP2tp_H,frozenset({<Gene TGME49_249702-t26_1-p1 at 0x2b999f18e438>}),no
ATPS10rpp,"frozenset({<Gene TGME49_204400-t26_1-p1 at 0x2b999f125240>, <Gene TGME49_231910-t26_1-p1 at 0x2b999f1251d0>, <Gene TGME49_261950-t26_1-p1 at 0x2b999f125278>})",yes
ATPS3g,"frozenset({<Gene TGME49_305290-t26_1-p1 at 0x2b999f1c3a20>, <Gene TGME49_310960-t26_1-p1 at 0x2b999f1c3a58>, <Gene TGME49_259010-t26_1-p1 at 0x2b999f1c3c50>, <Gene TGME49_291310-t26_1-p1 at 0x2b999f1c3c88>, <Gene TGME49_232830-t26_1-p1 at 0x2b999f1c3a90>, <Gene TGME49_212310-t26_1-p1 at 0x2b999f1c3ac8>, <Gene TGME49_281920-t26_1-p1 at 0x2b999f1c3b70>, <Gene TGME49_219800-t26_1-p1 at 0x2b999f1c3ba8>, <Gene TGME49_256970-t26_1-p1 at 0x2b999f1c3be0>})",yes
ATPS3v,"frozenset({<Gene TGME49_305290-t26_1-p1 at 0x2b999f1c3a20>, <Gene TGME49_310960-t26_1-p1 at 0x2b999f1c3a58>, <Gene TGME49_259010-t26_1-p1 at 0x2b999f1c3c50>, <Gene TGME49_291310-t26_1-p1 at 0x2b999f1c3c88>, <Gene TGME49_232830-t26_1-p1 at 0x2b999f1c3a90>, <Gene TGME49_212310-t26_1-p1 at 0x2b999f1c3ac8>, <Gene TGME49_281920-t26_1-p1 at 0x2b999f1c3b70>, <Gene TGME49_219800-t26_1-p1 at 0x2b999f1c3ba8>, <Gene TGME49_256970-t26_1-p1 at 0x2b999f1c3be0>})",yes
ATPS4rpp,"frozenset({<Gene TGME49_284540-t26_1-p1 at 0x2b999f125208>, <Gene TGME49_204400-t26_1-p1 at 0x2b999f125240>, <Gene TGME49_231910-t26_1-p1 at 0x2b999f1251d0>, <Gene TGME49_261950-t26_1-p1 at 0x2b999f125278>})",yes
ATPS4rpp_1,"frozenset({<Gene TGME49_204400-t26_1-p1 at 0x2b999f125240>, <Gene TGME49_231910-t26_1-p1 at 0x2b999f1251d0>, <Gene TGME49_261950-t26_1-p1 at 0x2b999f125278>})",yes
ATPSu,"frozenset({<Gene TGME49_204400-t26_1-p1 at 0x2b999f125240>, <Gene TGME49_231910-t26_1-p1 at 0x2b999f1251d0>, <Gene TGME49_261950-t26_1-p1 at 0x2b999f125278>})",yes
ATPtp_H,frozenset({<Gene TGME49_249702-t26_1-p1 at 0x2b999f18e438>}),no
BATHORHODOPSINI,frozenset({<Gene TGME49_254370-t26_1-p1 at 0x2b999f16b908>}),no
BCAROKT,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
BCT1_syn,frozenset({<Gene TGME49_289350-t26_1-p1 at 0x2b999f1585c0>}),no
BFBPh,frozenset({<Gene TGME49_235700-t26_1-p1 at 0x2b999f125390>}),no
BTNC,frozenset({<Gene TGME49_284190-t26_1-p1 at 0x2b999f158eb8>}),no
BTP,frozenset({<Gene TGME49_265860-t26_1-p1 at 0x2b999f18e6a0>}),no
BUTSO3abcpp,frozenset({<Gene TGME49_247540-t26_1-p1 at 0x2b999f119d68>}),no
CA2abcpp,"frozenset({<Gene TGME49_252640-t26_1-p1 at 0x2b999f18eda0>, <Gene TGME49_230420-t26_1-p1 at 0x2b999f18ed68>})",yes
CA2t3pp,frozenset({<Gene TGME49_207910-t26_1-p1 at 0x2b999f119da0>}),no
CATp,frozenset({<Gene TGME49_232250-t26_1-p1 at 0x2b999f158278>}),no
CBPSn,frozenset({<Gene TGME49_215260-t26_1-p1 at 0x2b999f119dd8>}),no
CD2t3pp,frozenset({<Gene TGME49_251630-t26_1-p1 at 0x2b999f119e10>}),no
CDPDAGS18111Z160h,"frozenset({<Gene TGME49_281980-t26_1-p1 at 0x2b999f16b400>, <Gene TGME49_263785-t26_1-p1 at 0x2b999f119f28>})",yes
CDPDAGS1819Z160h,"frozenset({<Gene TGME49_281980-t26_1-p1 at 0x2b999f16b400>, <Gene TGME49_263785-t26_1-p1 at 0x2b999f119f28>})",yes
CEF,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
CHITOBpts,"frozenset({<Gene TGME49_290580-t26_1-p1 at 0x2b999f1477b8>, <Gene TGME49_288920-t26_1-p1 at 0x2b999f19ec50>})",yes
CHLDA1tu,frozenset({<Gene TGME49_320460-t26_1-p1 at 0x2b999f158128>}),no
CHLDA2tu,frozenset({<Gene TGME49_320460-t26_1-p1 at 0x2b999f158128>}),no
CHOLS_ex,frozenset({<Gene TGME49_259180-t26_1-p1 at 0x2b999f147668>}),no
CHRS,frozenset({<Gene TGME49_201380-t26_1-p1 at 0x2b999f16b748>}),no
CHYA2,frozenset({<Gene TGME49_218560-t26_1-p1 at 0x2b999f16bc88>}),no
CLIPAabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x2b999f119e48>}),no
CLPNS120pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x2b999f119e80>}),no
CLPNS160pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x2b999f119e80>}),no
CLPNS161pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x2b999f119e80>}),no
CLPNS180pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x2b999f119e80>}),no
CLPNS181pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x2b999f119e80>}),no
CLt3_2pp,frozenset({<Gene TGME49_290330-t26_1-p1 at 0x2b999f119eb8>}),no
COBALT2t3pp,frozenset({<Gene TGME49_251630-t26_1-p1 at 0x2b999f119e10>}),no
COLIPAPabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x2b999f119e48>}),no
COLIPAabcpp,"frozenset({<Gene TGME49_273360-t26_1-p1 at 0x2b999f135780>, <Gene TGME49_263740-t26_1-p1 at 0x2b999f1357b8>, <Gene TGME49_260310-t26_1-p1 at 0x2b999f135748>, <Gene TGME49_239020-t26_1-p1 at 0x2b999f1357f0>})",yes
COLIPAabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x2b999f119e48>}),no
CPPPGO_1,frozenset({<Gene TGME49_223020-t26_1-p1 at 0x2b999f19e5c0>}),no
CRETINOLPMTACT,"frozenset({<Gene TGME49_226370-t26_1-p1 at 0x2b999f16b2b0>, <Gene TGME49_275590-t26_1-p1 at 0x2b999f16b278>})",yes
CRO4abcpp,frozenset({<Gene TGME49_244270-t26_1-p1 at 0x2b999f135c50>}),no
CSp,"frozenset({<Gene TGME49_203110-t26_1-p1 at 0x2b999f19ea90>, <Gene TGME49_268890-t26_1-p1 at 0x2b999f147a20>})",yes
CU1abcpp,"frozenset({<Gene TGME49_201150-t26_1-p1 at 0x2b999f18ea20>, <Gene TGME49_226100-t26_1-p1 at 0x2b999f17d048>})",yes
CU2abcpp,frozenset({<Gene TGME49_226100-t26_1-p1 at 0x2b999f17d048>}),no
CU2abcu_syn,frozenset({<Gene TGME49_201150-t26_1-p1 at 0x2b999f18ea20>}),no
CUabcpp,"frozenset({<Gene TGME49_226100-t26_1-p1 at 0x2b999f17d048>, <Gene TGME49_314330-t26_1-p1 at 0x2b999f147278>})",yes
CYO1_KT,"frozenset({<Gene TGME49_330000-t26_1-p1 at 0x2b999f18e710>, <Gene TGME49_320220-t26_1-p1 at 0x2b999f18e748>})",yes
CYSAT,frozenset({<Gene TGME49_248600-t26_1-p1 at 0x2b999f119c18>}),no
CYSS_1,"frozenset({<Gene TGME49_278910-t26_1-p1 at 0x2b999f17d198>, <Gene TGME49_259180-t26_1-p1 at 0x2b999f147668>})",yes
CYSTS_1,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x2b999f158da0>}),no
CYSabc2pp,"frozenset({<Gene TGME49_305590-t26_1-p1 at 0x2b999f19ec88>, <Gene TGME49_290580-t26_1-p1 at 0x2b999f1477b8>, <Gene TGME49_288920-t26_1-p1 at 0x2b999f19ec50>})",yes
CYSabcpp,frozenset({<Gene TGME49_289350-t26_1-p1 at 0x2b999f1585c0>}),no
CYTBD2pp,frozenset({<Gene TGME49_316320-t26_1-p1 at 0x2b999f125e80>}),no
CYTBO3_4pp,frozenset({<Gene TGME49_255060-t26_1-p1 at 0x2b999f17d0b8>}),no
CYTP450Rh,frozenset({<Gene TGME49_219630-t26_1-p1 at 0x2b999f158e10>}),no
Cobalt2abcppI,frozenset({<Gene TGME49_316320-t26_1-p1 at 0x2b999f125e80>}),no
DAGK1601819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK160h,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK1801819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK18111Z160h,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK18111Z1819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK1819Z160h,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK1819Z1619Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK1819Z18111Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DAGK1819Z1819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x2b999f16b160>}),no
DGDGD4DS1819Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGD7DS1819Z1617Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGD7DS1829Z12Z1617Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGGH1819Z160,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1819Z1617Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1819Z1619Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1819Z1627Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1819Z1637Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1829Z12Z160,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1829Z12Z1617Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1829Z12Z1619Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1829Z12Z1627Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1829Z12Z1634Z7Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1829Z12Z1637Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1839Z12Z15Z160,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1839Z12Z15Z1627Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1839Z12Z15Z1637Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x2b999f158fd0>}),no
DGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1839Z12Z15Z160,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1819Z1627Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z160,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z1617Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z1619Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x2b999f158e80>}),no
DHAP_pi_thr,frozenset({<Gene TGME49_232690-t26_1-p1 at 0x2b999f158cf8>}),no
DHORTSn,frozenset({<Gene TGME49_215260-t26_1-p1 at 0x2b999f119dd8>}),no
DHQS_1,frozenset({<Gene TGME49_307040-t26_1-p1 at 0x2b999f17d128>}),no
DMT,frozenset({<Gene TGME49_227660-t26_1-p1 at 0x2b999f16b550>}),no
DNGALh,frozenset({<Gene TGME49_269800-t26_1-p1 at 0x2b999f147da0>}),no
DPHS,frozenset({<Gene TGME49_221260-t26_1-p1 at 0x2b999f1c3080>}),no
DVPCHLD450OR,frozenset({<Gene TGME49_260460-t26_1-p1 at 0x2b999f16b7f0>}),no
DVPCHLD646OR,frozenset({<Gene TGME49_260460-t26_1-p1 at 0x2b999f16b7f0>}),no
DXRI,frozenset({<Gene TGME49_214850-t26_1-p1 at 0x2b999f119f98>}),no
DXS,frozenset({<Gene TGME49_208820-t26_1-p1 at 0x2b999f17d588>}),no
EAR100x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR120x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR140x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR160x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR180x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR181x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR40x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
EAR60x_1,frozenset({<Gene TGME49_251930-t26_1-p1 at 0x2b999f1252b0>}),no
