,genes,gene_assoc_w_other_rxns?
CU1abcpp,frozenset({<Gene PfDd2_090010200-t41_1-p1 at 0x7f24e0128748>}),no
CU2abcu_syn,frozenset({<Gene PfDd2_090010200-t41_1-p1 at 0x7f24e0128748>}),no
CYO1_KT,"frozenset({<Gene PfDd2_140043900-t41_1-p1 at 0x7f24e0122630>, <Gene PfDd2_000011300-t41_1-p1 at 0x7f24e0122668>})",yes
CYO1b2_syn,frozenset({<Gene PfDd2_000011800-t41_1-p1 at 0x7f24e01226a0>}),no
CYO1b2pp_syn,frozenset({<Gene PfDd2_000011800-t41_1-p1 at 0x7f24e01226a0>}),no
CYO1b_syn,frozenset({<Gene PfDd2_000011800-t41_1-p1 at 0x7f24e01226a0>}),no
CYO1bpp_syn,frozenset({<Gene PfDd2_000011800-t41_1-p1 at 0x7f24e01226a0>}),no
CYOO2pp,frozenset({<Gene PfDd2_000011800-t41_1-p1 at 0x7f24e01226a0>}),no
CYTBO3_4pp,frozenset({<Gene PfDd2_000011800-t41_1-p1 at 0x7f24e01226a0>}),no
CYTMQOR3pp,"frozenset({<Gene PfDd2_140043900-t41_1-p1 at 0x7f24e0122630>, <Gene PfDd2_000011300-t41_1-p1 at 0x7f24e0122668>})",yes
CYTP450Rh,frozenset({<Gene PfDd2_090028200-t41_1-p1 at 0x7f24e0122048>}),no
DGDGD4DS1819Z1634Z7Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGD7DS1819Z1617Z,"frozenset({<Gene PfDd2_050016100-t41_1-p1 at 0x7f24e0122780>, <Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>})",yes
DGDGD7DS1829Z12Z1617Z,"frozenset({<Gene PfDd2_050016100-t41_1-p1 at 0x7f24e0122780>, <Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>})",yes
DGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1839Z12Z15Z160,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1819Z1627Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z160,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z1617Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z1619Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z1634Z7Z10Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
DHORTSn,frozenset({<Gene PfDd2_130013900-t41_1-p1 at 0x7f24e010ed68>}),no
DNGALh,frozenset({<Gene PfDd2_090031700-t41_1-p1 at 0x7f24e0122160>}),no
DOLPMTcer,frozenset({<Gene PfDd2_110044500-t41_1-p1 at 0x7f24e0138828>}),no
DXRI,frozenset({<Gene PfDd2_140071600-t41_1-p1 at 0x7f24e010eef0>}),no
DXS,frozenset({<Gene PfDd2_130043000-t41_1-p1 at 0x7f24e0128668>}),no
EAR100x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR120x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR140x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR160x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR180x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR181x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR40x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR60x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
EAR80x_1,frozenset({<Gene PfDd2_060020000-t41_1-p1 at 0x7f24e0114080>}),no
ECA4COLIPAabctex,frozenset({<Gene PfDd2_140031000-t41_1-p1 at 0x7f24e010ee48>}),no
ENLIPAabctex,frozenset({<Gene PfDd2_140031000-t41_1-p1 at 0x7f24e010ee48>}),no
ENLIPIDAt1ex,frozenset({<Gene PfDd2_140031000-t41_1-p1 at 0x7f24e010ee48>}),no
ENOf,frozenset({<Gene PfDd2_100021300-t41_1-p1 at 0x7f24e0128588>}),no
FACOAL100p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL100t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL120p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL120t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL140p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL140t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL141p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL141t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL160p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL160t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL161p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL161t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL180t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL181t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL60t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FACOAL80p,frozenset({<Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>}),no
FACOAL80t2pp,"frozenset({<Gene PfDd2_120043600-t41_1-p1 at 0x7f24e0128908>, <Gene PfDd2_050030000-t41_1-p1 at 0x7f24e011bd30>, <Gene PfDd2_020018000-t41_1-p1 at 0x7f24e0128940>, <Gene PfDd2_020017700-t41_1-p1 at 0x7f24e0122b70>, <Gene PfDd2_030006000-t41_1-p1 at 0x7f24e0128978>, <Gene PfDd2_040006900-t41_1-p1 at 0x7f24e01289b0>, <Gene PfDd2_130077500-t41_1-p1 at 0x7f24e010e9e8>})",yes
FBA3hi,frozenset({<Gene PfDd2_140049200-t41_1-p1 at 0x7f24e0138b70>}),no
FBAf,frozenset({<Gene PfDd2_140049200-t41_1-p1 at 0x7f24e0138b70>}),no
FBAh,frozenset({<Gene PfDd2_140049200-t41_1-p1 at 0x7f24e0138b70>}),no
FE2Gabcpp,frozenset({<Gene PfDd2_070025900-t41_1-p1 at 0x7f24e01225c0>}),no
FE3Gabcpp,frozenset({<Gene PfDd2_070025900-t41_1-p1 at 0x7f24e01225c0>}),no
FE3abch,frozenset({<Gene PfDd2_050027600-t41_1-p1 at 0x7f24e0138ac8>}),no
FEENTER2tpp,frozenset({<Gene PfDd2_130045700-t41_1-p1 at 0x7f24e011b2b0>}),no
FNORh,"frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>, <Gene PfDd2_060027900-t41_1-p1 at 0x7f24e013ec50>})",yes
FORt2pp,frozenset({<Gene PfDd2_030021600-t41_1-p1 at 0x7f24e01228d0>}),no
FORthi,frozenset({<Gene PfDd2_030021600-t41_1-p1 at 0x7f24e01228d0>}),no
FORtppi,frozenset({<Gene PfDd2_030021600-t41_1-p1 at 0x7f24e01228d0>}),no
FPGPL,frozenset({<Gene PfDd2_140049200-t41_1-p1 at 0x7f24e0138b70>}),no
FPPSh,frozenset({<Gene PfDd2_110031600-t41_1-p1 at 0x7f24e0138080>}),no
G3PAT160h,frozenset({<Gene PfDd2_130024100-t41_1-p1 at 0x7f24e0130a90>}),no
G3PAT180h,frozenset({<Gene PfDd2_130024100-t41_1-p1 at 0x7f24e0130a90>}),no
G3PAT1819Zh,frozenset({<Gene PfDd2_130024100-t41_1-p1 at 0x7f24e0130a90>}),no
G3PAT181h,frozenset({<Gene PfDd2_130024100-t41_1-p1 at 0x7f24e0130a90>}),no
G3PD1,"frozenset({<Gene PfDd2_030011400-t41_1-p1 at 0x7f24e0128358>, <Gene PfDd2_110017800-t41_1-p1 at 0x7f24e01287f0>})",yes
G3PO,frozenset({<Gene PfDd2_030011400-t41_1-p1 at 0x7f24e0128358>}),no
G6PIh,frozenset({<Gene PfDd2_140040400-t41_1-p1 at 0x7f24e0122cc0>}),no
GALabcpp,frozenset({<Gene PfDd2_140038400-t41_1-p1 at 0x7f24e0114a20>}),no
GALt2pp,frozenset({<Gene PfDd2_020007600-t41_1-p1 at 0x7f24e0138128>}),no
GCPNn,"frozenset({<Gene PfDd2_130027500-t41_1-p1 at 0x7f24e0130da0>, <Gene PfDd2_130027400-t41_1-p1 at 0x7f24e0130dd8>})",yes
GLCt2pp,frozenset({<Gene PfDd2_020007600-t41_1-p1 at 0x7f24e0138128>}),no
GLNTRAT,"frozenset({<Gene PfDd2_040021300-t41_1-p1 at 0x7f24e011bc18>, <Gene PfDd2_060033500-t41_1-p1 at 0x7f24e0130860>})",yes
GLUKAh,frozenset({<Gene PfDd2_060028700-t41_1-p1 at 0x7f24e0122cf8>}),no
GLUKBh,frozenset({<Gene PfDd2_060028700-t41_1-p1 at 0x7f24e0122cf8>}),no
GLUS,frozenset({<Gene PfDd2_140039700-t41_1-p1 at 0x7f24e0114358>}),no
GLUS_ferr,frozenset({<Gene PfDd2_130024000-t41_1-p1 at 0x7f24e0122b00>}),no
GLUS_nadph,frozenset({<Gene PfDd2_140039700-t41_1-p1 at 0x7f24e0114358>}),no
GLUTRS_Gln,frozenset({<Gene PfDd2_130063100-t41_1-p1 at 0x7f24e01142b0>}),no
GLYALDtpp,frozenset({<Gene PfDd2_110036100-t41_1-p1 at 0x7f24e0114160>}),no
GLYCtpp,"frozenset({<Gene spontaneous at 0x7f24e01289e8>, <Gene PfDd2_110036100-t41_1-p1 at 0x7f24e0114160>})",yes
GM1LIPAabcpp,frozenset({<Gene PfDd2_050027900-t41_1-p1 at 0x7f24e011b208>}),no
GM2LIPAabcpp,frozenset({<Gene PfDd2_050027900-t41_1-p1 at 0x7f24e011b208>}),no
GTHRDabcv,frozenset({<Gene PfDd2_010015700-t41_1-p1 at 0x7f24e0122358>}),no
GTHS_1,frozenset({<Gene PfDd2_050017100-t41_1-p1 at 0x7f24e01143c8>}),no
