,genes,gene_assoc_w_other_rxns?
ACOA80OR,"frozenset({<Gene TGME49_272180-t26_1-p1 at 0x7fa1e459b588>, <Gene TGME49_231900-t26_1-p1 at 0x7fa1e459b550>, <Gene TGME49_315480-t26_1-p1 at 0x7fa1e459b5f8>, <Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>})",yes
ACOAO4p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>}),no
ACOAO5p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>}),no
ACOAO6p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>}),no
ACOAO7p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>}),no
ACOAO8p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>}),no
ACOAO9p,frozenset({<Gene TGME49_247500-t26_1-p1 at 0x7fa1e458d7f0>}),no
ACOATA_1,frozenset({<Gene TGME49_231890-t26_1-p1 at 0x7fa1e457bc50>}),no
ACOLIPAabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x7fa1e4580240>}),no
ACP1619ZD9DS,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
ACP1819ZD9DS,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
ACPh,frozenset({<Gene TGME49_258940-t26_1-p1 at 0x7fa1e45b1128>}),no
ACSERLh,frozenset({<Gene TGME49_259180-t26_1-p1 at 0x7fa1e458da20>}),no
ACSERSULLh,"frozenset({<Gene TGME49_312930-t26_1-p1 at 0x7fa1e459b198>, <Gene TGME49_259180-t26_1-p1 at 0x7fa1e458da20>})",yes
ACSp,frozenset({<Gene TGME49_232580-t26_1-p1 at 0x7fa1e457be10>}),no
ADSSh,frozenset({<Gene TGME49_279450-t26_1-p1 at 0x7fa1e45b19b0>}),no
AGAKI,frozenset({<Gene TGME49_305030-t26_1-p1 at 0x7fa1e45b1470>}),no
AHAL,"frozenset({<Gene TGME49_249270-t26_1-p1 at 0x7fa1e459bc18>, <Gene TGME49_270120-t26_1-p1 at 0x7fa1e458d3c8>, <Gene TGME49_312930-t26_1-p1 at 0x7fa1e459b198>, <Gene TGME49_293870-t26_1-p1 at 0x7fa1e458d4e0>})",yes
AHHST,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x7fa1e459b198>}),no
AHSL,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x7fa1e459b198>}),no
ALAALAabcpp,frozenset({<Gene TGME49_325700-t26_1-p1 at 0x7fa1e45402b0>}),no
AM6PTh,frozenset({<Gene TGME49_265450-t26_1-p1 at 0x7fa1e459b898>}),no
AMETt2h,frozenset({<Gene TGME49_242460-t26_1-p1 at 0x7fa1e45b1320>}),no
APNn,"frozenset({<Gene TGME49_224840-t26_1-p1 at 0x7fa1e45b1b00>, <Gene TGME49_272650-t26_1-p1 at 0x7fa1e45b1ba8>, <Gene TGME49_266920-t26_1-p1 at 0x7fa1e45b1b38>, <Gene TGME49_318675-t26_1-p1 at 0x7fa1e45b1ac8>})",yes
APOR,frozenset({<Gene TGME49_222160-t26_1-p1 at 0x7fa1e45870b8>}),no
APhi,frozenset({<Gene TGME49_258940-t26_1-p1 at 0x7fa1e45b1128>}),no
ASNt7,frozenset({<Gene TGME49_227570-t26_1-p1 at 0x7fa1e4593588>}),no
ASO4rt2rpp,frozenset({<Gene TGME49_240210-t26_1-p1 at 0x7fa1e45aaba8>}),no
ASPATh,frozenset({<Gene TGME49_248600-t26_1-p1 at 0x7fa1e457bfd0>}),no
ASPCTn,frozenset({<Gene TGME49_215260-t26_1-p1 at 0x7fa1e45801d0>}),no
ASPK_1,frozenset({<Gene TGME49_227090-t26_1-p1 at 0x7fa1e459bfd0>}),no
ASPTAp,frozenset({<Gene TGME49_248600-t26_1-p1 at 0x7fa1e457bfd0>}),no
ATAMh,"frozenset({<Gene TGME49_288320-t26_1-p1 at 0x7fa1e457bf98>, <Gene TGME49_307603-t26_1-p1 at 0x7fa1e459bd30>, <Gene TGME49_233400-t26_1-p1 at 0x7fa1e459bd68>})",yes
ATDAMh,"frozenset({<Gene TGME49_288320-t26_1-p1 at 0x7fa1e457bf98>, <Gene TGME49_307603-t26_1-p1 at 0x7fa1e459bd30>, <Gene TGME49_233400-t26_1-p1 at 0x7fa1e459bd68>})",yes
ATP2tp_H,frozenset({<Gene TGME49_249702-t26_1-p1 at 0x7fa1e45aa7f0>}),no
ATPS10rpp,"frozenset({<Gene TGME49_261950-t26_1-p1 at 0x7fa1e4580630>, <Gene TGME49_204400-t26_1-p1 at 0x7fa1e45805c0>, <Gene TGME49_231910-t26_1-p1 at 0x7fa1e45805f8>})",yes
ATPS3g,"frozenset({<Gene TGME49_305290-t26_1-p1 at 0x7fa1e4540e10>, <Gene TGME49_281920-t26_1-p1 at 0x7fa1e4540e48>, <Gene TGME49_212310-t26_1-p1 at 0x7fa1e4547048>, <Gene TGME49_310960-t26_1-p1 at 0x7fa1e4540e80>, <Gene TGME49_232830-t26_1-p1 at 0x7fa1e4547080>, <Gene TGME49_259010-t26_1-p1 at 0x7fa1e4540f28>, <Gene TGME49_219800-t26_1-p1 at 0x7fa1e4540f60>, <Gene TGME49_291310-t26_1-p1 at 0x7fa1e4540f98>, <Gene TGME49_256970-t26_1-p1 at 0x7fa1e4540dd8>})",yes
ATPS3v,"frozenset({<Gene TGME49_305290-t26_1-p1 at 0x7fa1e4540e10>, <Gene TGME49_281920-t26_1-p1 at 0x7fa1e4540e48>, <Gene TGME49_212310-t26_1-p1 at 0x7fa1e4547048>, <Gene TGME49_310960-t26_1-p1 at 0x7fa1e4540e80>, <Gene TGME49_232830-t26_1-p1 at 0x7fa1e4547080>, <Gene TGME49_259010-t26_1-p1 at 0x7fa1e4540f28>, <Gene TGME49_219800-t26_1-p1 at 0x7fa1e4540f60>, <Gene TGME49_291310-t26_1-p1 at 0x7fa1e4540f98>, <Gene TGME49_256970-t26_1-p1 at 0x7fa1e4540dd8>})",yes
ATPS4rpp,"frozenset({<Gene TGME49_284540-t26_1-p1 at 0x7fa1e4580588>, <Gene TGME49_261950-t26_1-p1 at 0x7fa1e4580630>, <Gene TGME49_204400-t26_1-p1 at 0x7fa1e45805c0>, <Gene TGME49_231910-t26_1-p1 at 0x7fa1e45805f8>})",yes
ATPS4rpp_1,"frozenset({<Gene TGME49_261950-t26_1-p1 at 0x7fa1e4580630>, <Gene TGME49_204400-t26_1-p1 at 0x7fa1e45805c0>, <Gene TGME49_231910-t26_1-p1 at 0x7fa1e45805f8>})",yes
ATPSu,"frozenset({<Gene TGME49_261950-t26_1-p1 at 0x7fa1e4580630>, <Gene TGME49_204400-t26_1-p1 at 0x7fa1e45805c0>, <Gene TGME49_231910-t26_1-p1 at 0x7fa1e45805f8>})",yes
ATPtp_H,frozenset({<Gene TGME49_249702-t26_1-p1 at 0x7fa1e45aa7f0>}),no
BATHORHODOPSINI,frozenset({<Gene TGME49_254370-t26_1-p1 at 0x7fa1e459bcc0>}),no
BCAROKT,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
BCT1_syn,frozenset({<Gene TGME49_289350-t26_1-p1 at 0x7fa1e4593978>}),no
BFBPh,frozenset({<Gene TGME49_235700-t26_1-p1 at 0x7fa1e4580748>}),no
BTNC,frozenset({<Gene TGME49_284190-t26_1-p1 at 0x7fa1e459b2b0>}),no
BTP,frozenset({<Gene TGME49_265860-t26_1-p1 at 0x7fa1e45aaa58>}),no
BUTSO3abcpp,frozenset({<Gene TGME49_247540-t26_1-p1 at 0x7fa1e4580160>}),no
CA2abcpp,"frozenset({<Gene TGME49_252640-t26_1-p1 at 0x7fa1e45b1198>, <Gene TGME49_230420-t26_1-p1 at 0x7fa1e45b1160>})",yes
CA2t3pp,frozenset({<Gene TGME49_207910-t26_1-p1 at 0x7fa1e4580198>}),no
CATp,frozenset({<Gene TGME49_232250-t26_1-p1 at 0x7fa1e4593630>}),no
CBPSn,frozenset({<Gene TGME49_215260-t26_1-p1 at 0x7fa1e45801d0>}),no
CD2t3pp,frozenset({<Gene TGME49_251630-t26_1-p1 at 0x7fa1e4580208>}),no
CDPDAGS18111Z160h,"frozenset({<Gene TGME49_263785-t26_1-p1 at 0x7fa1e4580320>, <Gene TGME49_281980-t26_1-p1 at 0x7fa1e459b7b8>})",yes
CDPDAGS1819Z160h,"frozenset({<Gene TGME49_263785-t26_1-p1 at 0x7fa1e4580320>, <Gene TGME49_281980-t26_1-p1 at 0x7fa1e459b7b8>})",yes
CEF,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
CHITOBpts,"frozenset({<Gene TGME49_288920-t26_1-p1 at 0x7fa1e4538048>, <Gene TGME49_290580-t26_1-p1 at 0x7fa1e458db70>})",yes
CHLDA1tu,frozenset({<Gene TGME49_320460-t26_1-p1 at 0x7fa1e45934e0>}),no
CHLDA2tu,frozenset({<Gene TGME49_320460-t26_1-p1 at 0x7fa1e45934e0>}),no
CHOLS_ex,frozenset({<Gene TGME49_259180-t26_1-p1 at 0x7fa1e458da20>}),no
CHRS,frozenset({<Gene TGME49_201380-t26_1-p1 at 0x7fa1e459bb00>}),no
CHYA2,frozenset({<Gene TGME49_218560-t26_1-p1 at 0x7fa1e45a3080>}),no
CLIPAabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x7fa1e4580240>}),no
CLPNS120pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x7fa1e4580278>}),no
CLPNS160pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x7fa1e4580278>}),no
CLPNS161pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x7fa1e4580278>}),no
CLPNS180pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x7fa1e4580278>}),no
CLPNS181pp,frozenset({<Gene TGME49_309940-t26_1-p1 at 0x7fa1e4580278>}),no
CLt3_2pp,frozenset({<Gene TGME49_290330-t26_1-p1 at 0x7fa1e45802b0>}),no
COBALT2t3pp,frozenset({<Gene TGME49_251630-t26_1-p1 at 0x7fa1e4580208>}),no
COLIPAPabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x7fa1e4580240>}),no
COLIPAabcpp,"frozenset({<Gene TGME49_260310-t26_1-p1 at 0x7fa1e4587b00>, <Gene TGME49_273360-t26_1-p1 at 0x7fa1e4587ba8>, <Gene TGME49_239020-t26_1-p1 at 0x7fa1e4587b38>, <Gene TGME49_263740-t26_1-p1 at 0x7fa1e4587ac8>})",yes
COLIPAabctex,frozenset({<Gene TGME49_315560-t26_1-p1 at 0x7fa1e4580240>}),no
CPPPGO_1,frozenset({<Gene TGME49_223020-t26_1-p1 at 0x7fa1e45b1978>}),no
CRETINOLPMTACT,"frozenset({<Gene TGME49_226370-t26_1-p1 at 0x7fa1e459b630>, <Gene TGME49_275590-t26_1-p1 at 0x7fa1e459b668>})",yes
CRO4abcpp,frozenset({<Gene TGME49_244270-t26_1-p1 at 0x7fa1e458d048>}),no
CSp,"frozenset({<Gene TGME49_203110-t26_1-p1 at 0x7fa1e45b1e48>, <Gene TGME49_268890-t26_1-p1 at 0x7fa1e458ddd8>})",yes
CU1abcpp,"frozenset({<Gene TGME49_226100-t26_1-p1 at 0x7fa1e45a3400>, <Gene TGME49_201150-t26_1-p1 at 0x7fa1e45aadd8>})",yes
CU2abcpp,frozenset({<Gene TGME49_226100-t26_1-p1 at 0x7fa1e45a3400>}),no
CU2abcu_syn,frozenset({<Gene TGME49_201150-t26_1-p1 at 0x7fa1e45aadd8>}),no
CUabcpp,"frozenset({<Gene TGME49_226100-t26_1-p1 at 0x7fa1e45a3400>, <Gene TGME49_314330-t26_1-p1 at 0x7fa1e458d390>})",yes
CYO1_KT,"frozenset({<Gene TGME49_330000-t26_1-p1 at 0x7fa1e45aab00>, <Gene TGME49_320220-t26_1-p1 at 0x7fa1e45aaa90>})",yes
CYSAT,frozenset({<Gene TGME49_248600-t26_1-p1 at 0x7fa1e457bfd0>}),no
CYSS_1,"frozenset({<Gene TGME49_259180-t26_1-p1 at 0x7fa1e458da20>, <Gene TGME49_278910-t26_1-p1 at 0x7fa1e45a3630>})",yes
CYSTS_1,frozenset({<Gene TGME49_312930-t26_1-p1 at 0x7fa1e459b198>}),no
CYSabc2pp,"frozenset({<Gene TGME49_305590-t26_1-p1 at 0x7fa1e4538080>, <Gene TGME49_288920-t26_1-p1 at 0x7fa1e4538048>, <Gene TGME49_290580-t26_1-p1 at 0x7fa1e458db70>})",yes
CYSabcpp,frozenset({<Gene TGME49_289350-t26_1-p1 at 0x7fa1e4593978>}),no
CYTBD2pp,frozenset({<Gene TGME49_316320-t26_1-p1 at 0x7fa1e4587278>}),no
CYTBO3_4pp,frozenset({<Gene TGME49_255060-t26_1-p1 at 0x7fa1e45a3470>}),no
CYTP450Rh,frozenset({<Gene TGME49_219630-t26_1-p1 at 0x7fa1e459b208>}),no
Cobalt2abcppI,frozenset({<Gene TGME49_316320-t26_1-p1 at 0x7fa1e4587278>}),no
DAGK1601819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK160h,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK1801819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK18111Z160h,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK18111Z1819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK1819Z160h,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK1819Z1619Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK1819Z18111Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DAGK1819Z1819Zh,frozenset({<Gene TGME49_239250-t26_1-p1 at 0x7fa1e459b518>}),no
DGDGD4DS1819Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGD7DS1819Z1617Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGD7DS1829Z12Z1617Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGGH1819Z160,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1819Z1617Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1819Z1619Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1819Z1627Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1819Z1637Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1829Z12Z160,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1829Z12Z1617Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1829Z12Z1619Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1829Z12Z1627Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1829Z12Z1634Z7Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1829Z12Z1637Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1839Z12Z15Z160,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1839Z12Z15Z1627Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1839Z12Z15Z1637Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGME49_254880-t26_1-p1 at 0x7fa1e459b3c8>}),no
DGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1839Z12Z15Z160,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1819Z1627Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z160,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z1617Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z1619Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGME49_215070-t26_1-p1 at 0x7fa1e459b278>}),no
DHAP_pi_thr,frozenset({<Gene TGME49_232690-t26_1-p1 at 0x7fa1e459b0b8>}),no
DHORTSn,frozenset({<Gene TGME49_215260-t26_1-p1 at 0x7fa1e45801d0>}),no
DHQS_1,frozenset({<Gene TGME49_307040-t26_1-p1 at 0x7fa1e45a34e0>}),no
DMT,frozenset({<Gene TGME49_227660-t26_1-p1 at 0x7fa1e459b908>}),no
DNGALh,frozenset({<Gene TGME49_269800-t26_1-p1 at 0x7fa1e4593198>}),no
DPHS,frozenset({<Gene TGME49_221260-t26_1-p1 at 0x7fa1e4540438>}),no
DVPCHLD450OR,frozenset({<Gene TGME49_260460-t26_1-p1 at 0x7fa1e459bba8>}),no
DVPCHLD646OR,frozenset({<Gene TGME49_260460-t26_1-p1 at 0x7fa1e459bba8>}),no
DXRI,frozenset({<Gene TGME49_214850-t26_1-p1 at 0x7fa1e4580390>}),no
