,genes,gene_assoc_w_other_rxns?
3PG_pi_thr,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x7fe8980b6128>}),no
A2GALT1,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A2GALT2,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A2GALT3,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A2GALT4,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A2GALT5,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A2GALT6,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A3GALT1,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A3GALT2,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A3GALT3,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A3GALT4,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A3GALT5,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
A4GALT,frozenset({<Gene TGGT1_283810-t26_1-p1 at 0x7fe8980b6a20>}),no
AACP1819ZS,frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>}),no
AACPS1_1,frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>}),no
AACPS3_1,frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>}),no
AACPS4_1,frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>}),no
AACPS5_1,frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>}),no
AACPS6_1,frozenset({<Gene TGGT1_310150-t26_1-p1 at 0x7fe8980b6390>}),no
AAMYLpp,frozenset({<Gene TGGT1_246690-t26_1-p1 at 0x7fe8980ada90>}),no
AASPh,frozenset({<Gene TGGT1_282230-t26_1-p1 at 0x7fe8980b6c50>}),no
AATC,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x7fe898094f60>}),no
AATG,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x7fe898094f60>}),no
ABFPTh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x7fe8980b6898>}),no
ACACT2,"frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>, <Gene TGGT1_301120-t26_1-p1 at 0x7fe898094cc0>})",yes
ACACT3,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACACT4p,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACACT5p,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACACT6p,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACACT7p,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACACT8p,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACACT9p,frozenset({<Gene TGGT1_273740-t26_1-p1 at 0x7fe898094a90>}),no
ACCOAC_1,frozenset({<Gene TGGT1_284190-t26_1-p1 at 0x7fe8980b62b0>}),no
ACCOAhi,frozenset({<Gene TGGT1_284190-t26_1-p1 at 0x7fe8980b62b0>}),no
ACCOAth,frozenset({<Gene TGGT1_215940-t26_1-p1 at 0x7fe8980ade10>}),no
ACCOAtx,frozenset({<Gene TGGT1_215940-t26_1-p1 at 0x7fe8980ade10>}),no
ACHMSSELCYSLh,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x7fe8980b61d0>}),no
ACOA100OR,"frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>})",yes
ACOA120OR,"frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>})",yes
ACOA140OR,"frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>})",yes
ACOA160OR,"frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>})",yes
ACOA40OR,"frozenset({<Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>, <Gene TGGT1_205430-t26_1-p1 at 0x7fe898094cf8>})",yes
ACOA60OR,"frozenset({<Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>, <Gene TGGT1_205430-t26_1-p1 at 0x7fe898094cf8>})",yes
ACOA80OR,"frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>, <Gene TGGT1_231900-t26_1-p1 at 0x7fe8980b65c0>, <Gene TGGT1_315480-t26_1-p1 at 0x7fe8980b6550>, <Gene TGGT1_272180-t26_1-p1 at 0x7fe8980b65f8>})",yes
ACOAO4p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>}),no
ACOAO5p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>}),no
ACOAO6p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>}),no
ACOAO7p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>}),no
ACOAO8p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>}),no
ACOAO9p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x7fe8980a77b8>}),no
ACOATA_1,frozenset({<Gene TGGT1_231890-t26_1-p1 at 0x7fe898094ba8>}),no
ACOLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
ACP1619ZD9DS,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
ACP1819ZD9DS,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
ACPh,frozenset({<Gene TGGT1_258940-t26_1-p1 at 0x7fe8980c4fd0>}),no
ACSERLh,frozenset({<Gene TGGT1_259180-t26_1-p1 at 0x7fe8980a79e8>}),no
ACSERSULLh,"frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x7fe8980b61d0>, <Gene TGGT1_259180-t26_1-p1 at 0x7fe8980a79e8>})",yes
ACSp,frozenset({<Gene TGGT1_232580-t26_1-p1 at 0x7fe898094d30>}),no
ADSSh,frozenset({<Gene TGGT1_279450-t26_1-p1 at 0x7fe8980cb908>}),no
AGAKI,frozenset({<Gene TGGT1_305030-t26_1-p1 at 0x7fe8980cb358>}),no
AHAL,"frozenset({<Gene TGGT1_249270-t26_1-p1 at 0x7fe8980b6c18>, <Gene TGGT1_270120-t26_1-p1 at 0x7fe8980a74a8>, <Gene TGGT1_312930-t26_1-p1 at 0x7fe8980b61d0>, <Gene TGGT1_293870-t26_1-p1 at 0x7fe8980a74e0>})",yes
AHHST,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x7fe8980b61d0>}),no
AHSL,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x7fe8980b61d0>}),no
AM6PTh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x7fe8980b6898>}),no
AMETt2h,frozenset({<Gene TGGT1_242460-t26_1-p1 at 0x7fe8980cb240>}),no
APNn,"frozenset({<Gene TGGT1_272650-t26_1-p1 at 0x7fe8980cba90>, <Gene TGGT1_266920-t26_1-p1 at 0x7fe8980cba20>, <Gene TGGT1_318675-t26_1-p1 at 0x7fe8980cbac8>, <Gene TGGT1_224840-t26_1-p1 at 0x7fe8980cba58>})",yes
APOR,frozenset({<Gene TGGT1_222160-t26_1-p1 at 0x7fe8980a1080>}),no
APhi,frozenset({<Gene TGGT1_258940-t26_1-p1 at 0x7fe8980c4fd0>}),no
ASNt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x7fe8980ad5f8>}),no
ASO4rt2rpp,frozenset({<Gene TGGT1_240210-t26_1-p1 at 0x7fe8980c4b00>}),no
ASPATh,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x7fe898094f60>}),no
ASPCTn,frozenset({<Gene TGGT1_215260-t26_1-p1 at 0x7fe898099160>}),no
ASPK_1,frozenset({<Gene TGGT1_227090-t26_1-p1 at 0x7fe8980b6fd0>}),no
ASPTAp,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x7fe898094f60>}),no
ATAMh,"frozenset({<Gene TGGT1_307603-t26_1-p1 at 0x7fe8980b6da0>, <Gene TGGT1_288320-t26_1-p1 at 0x7fe898094f28>, <Gene TGGT1_233400-t26_1-p1 at 0x7fe8980b6d30>})",yes
ATDAMh,"frozenset({<Gene TGGT1_307603-t26_1-p1 at 0x7fe8980b6da0>, <Gene TGGT1_288320-t26_1-p1 at 0x7fe898094f28>, <Gene TGGT1_233400-t26_1-p1 at 0x7fe8980b6d30>})",yes
ATP2tp_H,frozenset({<Gene TGGT1_249702-t26_1-p1 at 0x7fe8980c4668>}),no
ATPS10rpp,"frozenset({<Gene TGGT1_204400-t26_1-p1 at 0x7fe898099588>, <Gene TGGT1_231910-t26_1-p1 at 0x7fe8980995c0>, <Gene TGGT1_261950-t26_1-p1 at 0x7fe898099550>})",yes
ATPS3g,"frozenset({<Gene TGGT1_281920-t26_1-p1 at 0x7fe89805be10>, <Gene TGGT1_219800-t26_1-p1 at 0x7fe89805be48>, <Gene TGGT1_291310-t26_1-p1 at 0x7fe89805bcf8>, <Gene TGGT1_212310-t26_1-p1 at 0x7fe89805bef0>, <Gene TGGT1_232830-t26_1-p1 at 0x7fe89805bf28>, <Gene TGGT1_259010-t26_1-p1 at 0x7fe89805bd30>, <Gene TGGT1_256970-t26_1-p1 at 0x7fe89805bd68>, <Gene TGGT1_310960-t26_1-p1 at 0x7fe89805bda0>, <Gene TGGT1_305290-t26_1-p1 at 0x7fe89805bdd8>})",yes
ATPS3v,"frozenset({<Gene TGGT1_281920-t26_1-p1 at 0x7fe89805be10>, <Gene TGGT1_219800-t26_1-p1 at 0x7fe89805be48>, <Gene TGGT1_291310-t26_1-p1 at 0x7fe89805bcf8>, <Gene TGGT1_212310-t26_1-p1 at 0x7fe89805bef0>, <Gene TGGT1_232830-t26_1-p1 at 0x7fe89805bf28>, <Gene TGGT1_259010-t26_1-p1 at 0x7fe89805bd30>, <Gene TGGT1_256970-t26_1-p1 at 0x7fe89805bd68>, <Gene TGGT1_310960-t26_1-p1 at 0x7fe89805bda0>, <Gene TGGT1_305290-t26_1-p1 at 0x7fe89805bdd8>})",yes
ATPS4rpp,"frozenset({<Gene TGGT1_204400-t26_1-p1 at 0x7fe898099588>, <Gene TGGT1_284540-t26_1-p1 at 0x7fe898099518>, <Gene TGGT1_231910-t26_1-p1 at 0x7fe8980995c0>, <Gene TGGT1_261950-t26_1-p1 at 0x7fe898099550>})",yes
ATPS4rpp_1,"frozenset({<Gene TGGT1_204400-t26_1-p1 at 0x7fe898099588>, <Gene TGGT1_231910-t26_1-p1 at 0x7fe8980995c0>, <Gene TGGT1_261950-t26_1-p1 at 0x7fe898099550>})",yes
ATPSu,"frozenset({<Gene TGGT1_204400-t26_1-p1 at 0x7fe898099588>, <Gene TGGT1_231910-t26_1-p1 at 0x7fe8980995c0>, <Gene TGGT1_261950-t26_1-p1 at 0x7fe898099550>})",yes
ATPtp_H,frozenset({<Gene TGGT1_249702-t26_1-p1 at 0x7fe8980c4668>}),no
BATHORHODOPSINI,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x7fe8980b6cc0>}),no
BCAROKT,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
BCT1_syn,frozenset({<Gene TGGT1_289350-t26_1-p1 at 0x7fe8980ad9e8>}),no
BFBPh,frozenset({<Gene TGGT1_235700-t26_1-p1 at 0x7fe898099748>}),no
BTNC,frozenset({<Gene TGGT1_284190-t26_1-p1 at 0x7fe8980b62b0>}),no
BTP,frozenset({<Gene TGGT1_265860-t26_1-p1 at 0x7fe8980c49b0>}),no
BUTSO3abcpp,frozenset({<Gene TGGT1_247540-t26_1-p1 at 0x7fe8980990f0>}),no
CA2abcpp,"frozenset({<Gene TGGT1_284602-t26_1-p1 at 0x7fe8980cb048>, <Gene TGGT1_230420-t26_1-p1 at 0x7fe8980cb0f0>})",yes
CA2t3pp,frozenset({<Gene TGGT1_207910-t26_1-p1 at 0x7fe898099128>}),no
CATp,frozenset({<Gene TGGT1_232250-t26_1-p1 at 0x7fe8980ad630>}),no
CBPSn,frozenset({<Gene TGGT1_215260-t26_1-p1 at 0x7fe898099160>}),no
CD2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x7fe898099198>}),no
CDPDAGS18111Z160h,"frozenset({<Gene TGGT1_281980-t26_1-p1 at 0x7fe8980b67b8>, <Gene TGGT1_263785-t26_1-p1 at 0x7fe898099278>})",yes
CDPDAGS1819Z160h,"frozenset({<Gene TGGT1_281980-t26_1-p1 at 0x7fe8980b67b8>, <Gene TGGT1_263785-t26_1-p1 at 0x7fe898099278>})",yes
CEF,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
CHITOBpts,"frozenset({<Gene TGGT1_290580-t26_1-p1 at 0x7fe8980a7b38>, <Gene TGGT1_288920-t26_1-p1 at 0x7fe8980cbef0>})",yes
CHLDA1tu,frozenset({<Gene TGGT1_320460-t26_1-p1 at 0x7fe8980ad4e0>}),no
CHLDA2tu,frozenset({<Gene TGGT1_320460-t26_1-p1 at 0x7fe8980ad4e0>}),no
CHOLS_ex,frozenset({<Gene TGGT1_259180-t26_1-p1 at 0x7fe8980a79e8>}),no
CHRS,frozenset({<Gene TGGT1_201380-t26_1-p1 at 0x7fe8980b6b38>}),no
CHYA2,frozenset({<Gene TGGT1_218560-t26_1-p1 at 0x7fe8980bd080>}),no
CLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
CLPNS120pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x7fe898099208>}),no
CLPNS160pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x7fe898099208>}),no
CLPNS161pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x7fe898099208>}),no
CLPNS180pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x7fe898099208>}),no
CLPNS181pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x7fe898099208>}),no
CLt3_2pp,frozenset({<Gene TGGT1_290330-t26_1-p1 at 0x7fe898099240>}),no
COBALT2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x7fe898099198>}),no
COLIPAPabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
COLIPAabcpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x7fe8980a1b00>, <Gene TGGT1_263740-t26_1-p1 at 0x7fe8980a1a90>, <Gene TGGT1_260310-t26_1-p1 at 0x7fe8980a1b38>, <Gene TGGT1_239020-t26_1-p1 at 0x7fe8980a1b70>})",yes
COLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x7fe8980991d0>}),no
CPPPGO_1,frozenset({<Gene TGGT1_223020-t26_1-p1 at 0x7fe8980cb8d0>}),no
CRETINOLPMTACT,"frozenset({<Gene TGGT1_226370-t26_1-p1 at 0x7fe8980b6630>, <Gene TGGT1_275600-t26_1-p1 at 0x7fe8980b6668>})",yes
CRO4abcpp,frozenset({<Gene TGGT1_244270-t26_1-p1 at 0x7fe8980a1e80>}),no
CSp,"frozenset({<Gene TGGT1_203110-t26_1-p1 at 0x7fe8980cbda0>, <Gene TGGT1_268890-t26_1-p1 at 0x7fe8980a7d68>})",yes
CU1abcpp,"frozenset({<Gene TGGT1_226100-t26_1-p1 at 0x7fe8980bd400>, <Gene TGGT1_201150-t26_1-p1 at 0x7fe8980c4c88>})",yes
CU2abcpp,frozenset({<Gene TGGT1_226100-t26_1-p1 at 0x7fe8980bd400>}),no
CU2abcu_syn,frozenset({<Gene TGGT1_201150-t26_1-p1 at 0x7fe8980c4c88>}),no
CUabcpp,"frozenset({<Gene TGGT1_226100-t26_1-p1 at 0x7fe8980bd400>, <Gene TGGT1_314330-t26_1-p1 at 0x7fe8980a76d8>})",yes
CYO1_KT,"frozenset({<Gene TGGT1_320220-t26_1-p1 at 0x7fe8980c4a20>, <Gene TGGT1_410170-t26_1-p1 at 0x7fe8980c49e8>})",yes
CYSAT,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x7fe898094f60>}),no
CYSS_1,"frozenset({<Gene TGGT1_278910-t26_1-p1 at 0x7fe8980bd518>, <Gene TGGT1_259180-t26_1-p1 at 0x7fe8980a79e8>})",yes
CYSTS_1,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x7fe8980b61d0>}),no
CYSabc2pp,"frozenset({<Gene TGGT1_305590-t26_1-p1 at 0x7fe8980cbf98>, <Gene TGGT1_290580-t26_1-p1 at 0x7fe8980a7b38>, <Gene TGGT1_288920-t26_1-p1 at 0x7fe8980cbef0>})",yes
CYSabcpp,frozenset({<Gene TGGT1_289350-t26_1-p1 at 0x7fe8980ad9e8>}),no
CYTBD2pp,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x7fe8980a1240>}),no
CYTP450Rh,frozenset({<Gene TGGT1_219630-t26_1-p1 at 0x7fe8980ad898>}),no
Cobalt2abcppI,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x7fe8980a1240>}),no
DAGK1601819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK160h,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK1801819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK18111Z160h,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK18111Z1819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK1819Z160h,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK1819Z1619Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK1819Z18111Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DAGK1819Z1819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x7fe8980b6518>}),no
DGDGD4DS1819Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGD7DS1819Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGD7DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGGH1819Z160,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1819Z1617Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1819Z1619Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1819Z1627Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1819Z1637Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1829Z12Z160,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1829Z12Z1617Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1829Z12Z1619Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1829Z12Z1627Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1839Z12Z15Z160,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1839Z12Z15Z1627Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1839Z12Z15Z1637Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x7fe8980b63c8>}),no
DGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1839Z12Z15Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1819Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z1619Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x7fe8980b6278>}),no
DHAP_pi_thr,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x7fe8980b6128>}),no
DHORTSn,frozenset({<Gene TGGT1_215260-t26_1-p1 at 0x7fe898099160>}),no
DHQS_1,frozenset({<Gene TGGT1_307040-t26_1-p1 at 0x7fe8980bd4a8>}),no
DMT,frozenset({<Gene TGGT1_227660-t26_1-p1 at 0x7fe8980b6908>}),no
DNGALh,frozenset({<Gene TGGT1_269800-t26_1-p1 at 0x7fe8980ad128>}),no
DPHS,frozenset({<Gene TGGT1_221260-t26_1-p1 at 0x7fe89805b390>}),no
DVPCHLD450OR,frozenset({<Gene TGGT1_260460-t26_1-p1 at 0x7fe8980b6ba8>}),no
DVPCHLD646OR,frozenset({<Gene TGGT1_260460-t26_1-p1 at 0x7fe8980b6ba8>}),no
DXRI,frozenset({<Gene TGGT1_214850-t26_1-p1 at 0x7fe898099358>}),no
DXS,frozenset({<Gene TGGT1_208820-t26_1-p1 at 0x7fe8980bd8d0>}),no
